id,price,rating,review_cou,is_closed,zip_code,epsg25832_,epsg2583_1,epsg4326_l,epsg4326_1,Bezirk_Nam,Stadtteil,water_distance
ro0WL2LKDt9QzdE4QnuzoQ,€€,4.0,12,False,21031.0,580018.52914,5927981.193390001,53.4947,10.2062,Bergedorf,Lohbrügge,9.843176302757247
JfKWYXLZiYXl_51QhxdYaQ,€€,4.5,2,False,21029.0,581230.62996,5927723.67162,53.4922,10.2244,Bergedorf,Bergedorf,43.510376570355234
OKLnmkZ6bYNYDAEjW6U0Cw,€€,4.0,6,False,21029.0,580230.57723,5927407.7106099995,53.489509999999996,10.20925,Bergedorf,Bergedorf,9.139283782067803
mOPs94-ltSa41cqVn9hGIQ,€€,5.0,1,False,21029.0,580222.1860699999,5927515.06063,53.490480000000005,10.20915,Bergedorf,Bergedorf,50.19585297777681
Fr2vBIGYy5vB55SJYItQ9g,€,4.5,4,False,21029.0,580116.53989,5927364.115619999,53.48914,10.20752,Bergedorf,Bergedorf,26.105277041489696
FuDqMFs1-ce6w0Pi8NCU1w,€,3.5,9,False,21029.0,580186.58618,5927479.15707,53.490159999999996,10.2086,Bergedorf,Bergedorf,5.13924849824668
8KfeWOJl-gMUhwRXmWJ1pA,,3.5,2,False,21029.0,580435.19495,5927426.81455,53.48965,10.21234,Bergedorf,Bergedorf,75.70292016746602
qYs2XBBr-SN0Lvz_VnhBiw,,3.5,4,False,21029.0,580084.16505,5927351.2813800005,53.48903000000001,10.20703,Bergedorf,Bergedorf,21.77944748425985
3iOc8w6sYCVtqP43tMLrag,€€,4.0,8,False,21031.0,579806.48826,5928396.0058699995,53.498459999999994,10.20311,Bergedorf,Lohbrügge,168.31961797936398
2Qg2-LgGVjSclZT_TRpo0Q,€€,3.5,10,False,21029.0,580219.96346,5927450.48298,53.4899,10.2091,Bergedorf,Bergedorf,14.808178156521006
ECY6Bpg-yRIOkLiePIWplw,€€,3.5,13,False,21031.0,580037.38301,5927921.86873,53.49416,10.20647,Bergedorf,Lohbrügge,28.748224301263
7EHpIWHvoW_oPx26KcXTRg,,3.0,5,False,21031.0,580079.60739,5927900.99619,53.49397,10.2071,Bergedorf,Lohbrügge,7.203887199541685
ZZZQ923szOGq3s-8Po7SxA,€,5.0,2,False,21031.0,580096.0218600001,5927715.44375,53.4923,10.2073,Bergedorf,Lohbrügge,1.5199577830166944
OakpPP3OESsTSLAoX0AXCg,€€,3.5,2,False,21031.0,580081.43496,5927793.08968,53.493,10.2071,Bergedorf,Lohbrügge,61.70144508064862
eaar-pJ3iU3FLRGcMykupw,€€,4.0,21,False,21029.0,580174.9127399999,5927524.2737,53.49057,10.20844,Bergedorf,Bergedorf,36.12893206121742
